food_id,calorie,protein,carb,sugar,fiber,saturated_fat,cholesterol,sodium,calcium,phosphorus,potassium,iron,folic_acid,vitamin_c,vitamin_d,vitamin_b12,low_calorie,high_calorie,low_protein,high_protein,low_carb,high_carb,low_sugar,high_sugar,low_fiber,high_fiber,low_saturated_fat,high_saturated_fat,low_cholesterol,high_cholesterol,low_sodium,high_sodium,low_calcium,high_calcium,low_phosphorus,high_phosphorus,low_potassium,high_potassium,low_iron,high_iron,low_folic_acid,high_folic_acid,low_vitamin_c,high_vitamin_c,low_vitamin_d,high_vitamin_d,low_vitamin_b12,high_vitamin_b12
0054328100,493.60804533297005,11.471332873239307,58.38168398400212,10.50537525048835,2.303544062389199,4.865001027344294,0.0,781.3128399852103,81.54803896820528,273.8655818044175,214.768695190714,2.7702342247484695,52.034964632442524,0.0,0.0,0.00119456106588811,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0024157210,290.43312099879336,20.569766084465357,9.51078327628453,0.22435599406354276,0.3380890062029563,4.700068116225812,102.4901750405242,444.3921213346481,17.807288774824595,152.67637419548296,196.33100650854144,1.492256315648052,12.157396990285786,0.45533082613232073,0.02247245304716569,0.3223723772566413,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0024147210,263.718596716389,22.19859600409621,8.064969821360926,0.189441853084688,0.28640225353628895,3.504374202202773,97.96961027400653,430.1964450101058,17.637710959328185,155.49005117923036,203.27051208050014,1.4207843779899083,10.52877782532077,0.44362644557553305,0.016284368464017082,0.3225971507074603,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0071601010,135.76267197005416,2.5228355622466836,16.299985975855016,2.9956929592497588,1.4137520984687628,1.1703778448050148,36.42171917335366,415.86145106094796,13.944429278329219,53.32896531473365,279.3630554001936,0.45792151201068015,0.0,7.954564035331493,0.14142372020202654,0.1153415303320059,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0051150000,278.78383399138323,9.647551064435344,49.74292405642759,6.419589681916643,2.082501355779309,0.9984952985474388,0.0,487.0374016871209,149.0135496699228,80.63305045132134,107.09989317027163,3.369693777182855,80.59593620599551,0.5771066005803587,0.0,0.20355049292579044,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0092510610,39.67949262923745,0.02299928594521019,10.020656255338437,9.158752894088579,0.02318182650953551,0.0008755035416742301,0.0,9.96765949601003,6.50446319706159,2.68055203872169,26.189226003917703,0.07147785468318961,0.0,3.002268822305782,0.0,0.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0032105010,193.5974579612226,12.95680467860598,2.6993390739217284,2.586138263718878,0.0,6.1882505789431805,293.0151244801016,444.96248772548796,176.59693202793193,241.18306470996473,167.67562870502468,1.3162835951321898,0.0,0.0005463407334524909,1.5351851414753164,0.9576587966127412,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0056201210,70.16530048320955,1.6933506633336703,15.122070862461657,0.6002218576516145,0.8350630463151353,0.14116931556292,0.5103733735611331,212.28068387766825,63.707548182483784,26.066358087011128,39.04113956932882,6.931149513095979,27.50752329893446,0.005116977945320205,0.08980755592341565,0.035544354072416136,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0081101010,723.5136914971462,0.7186963531377593,0.7087346126177064,0.021528501743429962,0.0,48.30036492229996,223.77388239054,704.7581990852163,23.442881164897493,22.330555464740325,31.206016697935315,0.12387932050887906,0.0,0.0,0.34207017029966064,0.05674607553551672,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0071401030,314.6881923038754,3.5889720504121545,39.69151508555745,0.4823988817335561,3.6599330254157163,2.9324223399105454,0.015322425661898793,212.38172571468888,15.625639579089405,131.211644902457,566.6128831711459,1.0758868516299231,0.0,3.7888106788106857,0.0,2.194817437804346e-06,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
0027111400,101.46311487491155,8.09951770893416,8.416735464404038,2.611259450138877,2.5522206751410805,1.5427165661514353,20.39455435713807,432.08797398117827,29.399879678920584,84.0393396761643,272.7643417209816,1.5459936225814084,0.0,4.460689209484258,0.01180885207320017,0.6293144511118257,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0092410510,40.01139894899493,0.050084289865125774,10.14029832498712,8.980483399021965,0.0,0.0,0.0,8.9684898289837,1.9631617123641787,0.0,0.993526839194227,0.11034919015654511,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
0091750000,399.4213502448391,0.7732721428598158,82.67440012734717,57.81597958788107,0.0011706270739310748,6.134846356705854,0.0,79.00339303790139,8.864268515624685,12.21395507720255,15.968528003702911,0.07483355185654435,0.0,40.64813338569553,0.0,0.014062937531794866,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0054401080,484.91672489980425,7.4432058292482175,66.38096142354632,0.9559470868434232,5.290047147572471,2.766361322593875,0.0,372.51740169141993,141.36855830768178,211.5425976037625,204.68813223206865,1.9555712361163902,0.0,0.0,0.0,0.24848627490936093,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0074402150,26.773405147727303,1.5336071961830726,6.437552944547437,3.4385532210183345,1.4913079751662321,0.027363813475293184,0.0,642.2202735529258,26.624752033974776,31.369854437771842,288.04429874785114,0.4424338929059942,0.0,1.6517658218848952,0.0,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0053530000,388.14478698579126,4.209026666326766,71.22057896167674,31.01274518642919,1.4611052173046222,2.7538950361371963,0.0,325.38137440368274,13.077847225526478,74.4504405081294,83.52787618795631,4.123856524839842,39.7229078367182,0.06463303096008609,0.0,0.009404381349221853,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0061210220,46.893906836052444,0.657181868601398,11.002245582994876,8.331376929277562,0.27057435543693004,0.015144588324423594,0.0,1.9649112914180713,10.140314144537806,16.14809028649222,177.26353042223698,0.21730242578245307,0.0,33.660064884527934,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0024198700,283.4013428816408,16.944331308769325,16.51461372270764,0.3542286200856542,1.2994738966510075,3.208138225901191,45.60424464104349,709.4480852779077,23.019744133941774,261.5775711205535,293.297554366006,0.7358760673303147,4.9958005020106455,0.39302744784269483,0.1660482282607619,0.21183498844242768,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0074401010,100.59768017614168,1.43088980237228,26.079137913196448,22.133955854167713,0.14678148859156054,0.03397947696480944,0.0,1017.2117801634101,15.953905792088882,29.523738243406175,337.28426828503825,0.4580054994626321,0.0,10.042475669648269,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0092410310,38.75932865808717,0.04531611616515128,9.843541466388087,9.313848886865477,0.0,0.0,0.0,3.640676523632235,1.622159967681894,9.637905012423873,3.042625331685562,0.07842632454917409,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0053206000,487.32157466043236,5.199700767431389,64.78242009354334,33.7420150835362,2.303206383076127,8.37075587856175,0.0,309.5547502162473,25.484709401754554,105.62772298211833,160.2506223906529,4.589624523753661,34.89391779682275,0.0,0.0,0.029756060378843343,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
0058106520,293.48190842168225,12.876473656942405,26.918168363521236,2.1274104236297005,1.4922473333864188,5.932821533912022,27.62213946474091,726.3139389258963,197.8092893055544,195.22968303953624,223.7841675922548,2.2480632529643305,31.653602231093814,3.8604422449411433,0.0,0.4721643367015853,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0092511010,50.83219724654556,0.02954861128636859,12.922127845538512,12.461441186760139,0.022778387108111177,0.0028316685248846903,0.0,13.09964439645499,3.073438390718321,1.0400515653230198,18.615330361537282,0.06148283101317294,0.0,2.459489211289338,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0032202055,291.020436650372,10.769783583450131,22.040810629109263,7.899796602057909,0.5967194247883407,5.655986992787065,132.07883237046912,651.8062962203306,96.06635786642966,306.9381772809627,146.23777903121047,1.5117032156246082,25.05868343987511,0.0,0.4933819856358818,0.5324574972367507,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0058132310,145.14573785498743,6.574153919876198,18.32686187431341,3.394876338636579,1.6043466494425005,1.3757208111978154,17.487680428198132,316.29024143724484,27.676548569826245,72.38893979873696,210.95657052365115,1.2618840949940227,27.68141643356424,1.7680724566602835,0.05631456657934843,0.24283065401789047,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0051121040,376.33630247939385,10.140028539862605,51.36459552244394,2.356893569303898,2.562404425603252,3.3494734909353574,0.0,696.4234724431382,47.30412443470519,106.85490038117486,125.9981214980323,3.192537888464776,83.79354692388506,0.22014900929570694,0.09839850326835677,0.030169623341547765,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0032202070,296.6631045110496,11.581104227912213,24.76553999114102,2.150160753583918,0.32898160204120147,5.530245388866139,150.94376024904554,877.5623066816389,109.81869977674357,356.9365851448102,156.3933698528044,1.7255285015586814,35.8040342182958,0.01983125020945914,0.4909092860977043,0.7506442806913586,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0011511100,83.10413333069842,3.170420877401143,10.34019165387885,9.540423432411945,0.8017937537635941,2.1040204604128507,12.033043843849926,60.01860643544114,112.05899901855516,101.02025414476968,167.07040231670717,0.24051834023527519,0.0,0.9020824202091787,1.29849845677865,0.3308872536849063,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0092411510,39.127440975416846,0.04014425974727221,9.90257307461455,9.385448836567166,0.0,0.0,0.0,3.5749771248551427,1.5598725252230037,9.56398584995066,3.27838080975913,0.07165302771957945,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0051160110,421.19693397639355,4.715138463492918,51.53425107910927,31.028835315054184,1.5090741009809892,8.860518514391858,22.917713376640208,320.82530610648837,132.24442801104047,102.03972992479699,97.34539060838433,1.3601784611209122,47.578342837926236,0.8107484924920528,0.0,0.14425708864817727,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0026107150,240.40494055920362,14.77699826379917,6.707993610571166,0.40754777154283434,0.23642520247401705,3.279301202076962,57.22344642999578,106.91521462697328,30.060984920107135,199.91928023108264,281.7798841083263,0.8551878873816633,8.190291804804156,0.37665284522438897,0.19222248453113638,1.6954533324602712,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0052201000,298.4484036848931,6.60576937697703,47.54544639817375,15.006468389750836,2.885074347467663,3.1666067929466344,47.45992916691947,598.8573568633432,118.03678525278686,362.01346724047,142.7615426469146,1.6864697796730066,37.61636925807906,0.05483959567561963,0.23827288288920925,0.24985717233361548,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0075414500,201.43650224135484,4.301350523461154,22.903065967257252,1.411314809232886,2.365340026143877,1.719749617836227,31.8718056109974,223.37760342934436,55.777327384423295,76.91661289789626,183.67220812229107,1.6715105079918529,36.80106092391037,8.205554345045895,0.12593982331455741,0.08111299253766321,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0092301000,1.0755585110462682,0.006569096887037684,0.30645640817848896,0.0033878333874547,0.0002381465007370033,0.0019862548585154066,0.0,3.112788885912019,0.40053008917599925,0.9472439646248099,34.6634847085445,0.018623728559774805,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0061204010,21.15513255214631,0.36048996433655955,7.394791390829672,2.4807828888478247,0.17407943151391073,0.027988127357777642,0.0,0.023761204215077485,3.9682427573016232,4.89381594556271,107.54037598633388,0.07105827824620115,0.0,40.742223626112754,0.0,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0091200040,373.14493599092225,1.044640285603022,89.10695265825078,85.08692204976595,0.0,0.0,0.0,416.0823246765469,0.0,0.0,0.011786241557626094,0.00023277852681505664,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
0091746100,491.11542794961656,4.322165630969982,71.20295771596675,63.690306715024,2.74252573504166,13.080658088401343,13.241002558214847,60.44143509234988,104.8084302357484,141.1827373588068,255.07195271589805,1.1132034466823755,0.0,0.4130029482275452,0.0,0.5142776144124629,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0013110100,205.19770050852821,3.500896798493363,23.599517287705787,21.219953735384546,0.6955941920299983,6.7899386948946745,43.96653127445139,79.98523831402144,128.1160554090646,105.09417922630654,199.07937001014358,0.09114438239529724,0.0,0.6001797619819709,0.18979365230011663,0.39008818491208014,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0091304020,350.08099552330305,4.602699147658568,62.91009552405013,34.55643865917761,2.859459171758383,3.9803536408958835,0.49948310222086983,346.3178357341348,58.366008459714976,109.85063269589848,314.50289161630195,1.3526799003242433,0.0,0.10605271096054282,0.0,0.0962990131390819,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0063223130,92.21755881502752,0.5619301910613266,23.528798812892983,21.82893575580346,1.7272099454235126,0.013640691107354684,0.0,4.034852280841825,12.767402926457148,11.961045037530159,86.29370570959468,0.4921725283743614,0.0,31.690808958541083,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0011111000,60.53938490364798,3.1977052946899867,4.684277825528708,5.092125121635844,0.0,1.864011322849403,10.477740205844974,41.07322732261374,115.02974736610403,89.62995664022743,139.14700130415338,0.024489744136495892,0.0,0.0,1.2505408599392616,0.4659611616696609,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0092101000,1.0248957647051917,0.11988948309347573,0.0,0.0,0.0,0.001995548196352745,0.0,1.995548196352745,1.995548196352745,3.02655701399738,48.994554335238014,0.010320852708847259,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0091101010,385.82020001607594,0.0,99.90823155962931,99.85213541870564,0.0,0.0,0.0,0.03806532824576977,0.04908093379670997,0.0,0.38537367116621624,0.01747543183231074,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
0012210400,537.1536526754555,3.8247056187957993,56.69266105369133,35.5176370679136,0.0,27.005210967701384,0.0,153.51421971219287,9.039455102118135,367.049917156756,754.2026932864746,0.81120748557816,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
0071301020,120.21093115062345,4.426416203255137,15.440178713569127,1.9202505854833112,1.6539674186536073,2.5899482055384375,12.072861927143302,268.9639872808833,95.81629706406977,107.01124623869583,356.5950688372835,0.710969829613573,1.7243115025430205,11.611797594036416,0.3909277539582425,0.15900215877596338,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0025221880,240.4659856465175,18.598684032209988,2.596958682086112,0.0,0.0,6.025802511194032,65.14498463197896,956.4419789771508,17.646497119249542,142.19221582737686,204.1926892640601,1.1202819860101851,0.0,0.0,0.3598037857416694,0.4391111825727683,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0092410610,33.95874269671752,0.0,8.765830328294651,8.796497045364712,0.0,0.0,0.0,6.995315228814384,2.977699117323145,0.0,0.9903688616446729,0.18072959599159236,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
0091800100,273.77603843258674,0.0,89.88381742260344,22.913248806531673,3.0247580681142927,0.04150097692065866,0.0,0.585294997808713,4.794202334167745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0093102000,28.96908379230558,0.2397847467444969,1.639770794203232,0.08972309478202596,0.0,0.0,0.0,3.9768753307400537,3.9768753307400537,11.986959112241609,21.026571262910732,0.03021601458951158,0.0,0.0,0.0,0.01982123632680579,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0058145114,171.0437631630262,5.852838399309789,24.772641858571017,3.2146821379178565,1.2482350203136567,1.9607990061224598,6.888262762859198,308.9593126340431,64.75410092662592,103.82733662788578,114.492136374753,1.0311107638273784,55.05113479235339,0.15481825980001462,0.17577554896027614,0.2010633133292772,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0024127150,229.18688666014526,24.238419265407252,9.608239075735366,0.20796858319458056,0.3376408083367424,2.009723147884837,73.56537309501036,436.8320935153423,14.534749083445774,190.04144769726966,280.39803395875987,1.0727105330678899,12.402292290145118,0.3167732495355408,0.10063530215830568,0.20680939069608628,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0011112110,50.16238506467838,3.308819331642679,4.787962973078228,5.0312882354732125,0.0,1.2317806756312724,7.947702750511891,44.07529851615,120.25327590137522,94.32160836297015,145.8150514952852,0.018935652195780944,0.0,0.19156882380157847,1.1810912015597212,0.5155159321476852,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0053301000,240.02384081662382,1.9412809464049263,34.18331824223372,15.664727597912542,1.6189942648373965,3.876433891863872,0.3614736445270022,230.12572495016295,10.923724026429017,24.69259578481873,65.8190239383723,0.4916525796343408,22.894518265956716,3.0563807466826565,0.006779112608052354,0.010138312302654015,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0091301080,273.71971941938807,1.3411114872441094,65.8618783968861,53.39517651832461,1.7253930670898237,0.3296775073062298,0.0,101.43646193789607,8.85228572210227,103.27800845528233,187.78017341960944,1.348304190946258,0.0,0.04237507391382644,0.0,0.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0067202000,47.039473172397834,0.0,11.700173585155751,10.70278398223801,0.08845695167974517,0.01795678518171457,0.0,5.446209839224134,3.821316190567987,5.076243455099724,90.90297521208518,0.5727093453098988,0.0,57.062705967400305,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0094000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6810318342755504,2.800372508298289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0092306000,1.0238985019892581,0.0,0.20005678526394063,0.0,0.0,0.0020075790006853595,0.0,1.0238985019892581,2.007579000685359,0.0,9.009878181564204,0.07969899481384853,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
0063107010,89.46587734844077,1.0725850128098093,22.83395730961255,12.409651793122405,2.555498640387443,0.11195627956640333,0.0,0.9261664870113635,4.981588812131017,22.023788847765143,356.29512277020586,0.2471492693010707,0.0,8.877838678133836,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0011710603,63.903499154877395,1.328055293448113,6.905536505333543,6.883303612907945,0.0,1.4131205834023985,2.1627737611862576,19.80629614380753,51.50114059283932,32.97725316034464,68.86418250645742,1.143848174403579,10.109982346804866,7.616339695311312,0.9734091223160808,0.1894151908423567,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0091302010,302.0041782493357,0.3005315976507301,82.40512250748363,82.13484094227024,0.035870402379118,0.0,0.0,2.486095473921134,3.1941735709860835,2.486095473921134,52.50929283312484,0.4332687365281284,0.0,0.2895785853783776,0.0,0.0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0092570100,9.861474606748448,0.0,2.4492763001598883,2.4492763001598883,0.0,0.0,0.0,101.19527409157828,9.861474606748448,9.861474606748448,76.9124217087127,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
